code,alt_code,usage,usage_uk,description,modifier_4,modifier_5,qualifiers,gender_mask,min_age,max_age,tree_description
I69.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I69.998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
