prodcodeid,dmdid,termfromemis,productname,formulation,routeofadministration,drugsubstancename,substancestrength,bnfchapter,drugissues
2616841000033111,179411000001100,Eurax Hc cream (Thornton & Ross Ltd),Eurax Hc cream,Cream,Cutaneous,Crotamiton/ Hydrocortisone,100.000mg/1.000gram + 2.500mg/1.000gram,,100000
2967941000033118,134311000001109,Eumovate Eczema and Dermatitis 0.05% cream (GlaxoSmithKline Consumer Healthcare UK Ltd),Eumovate Eczema and Dermatitis 0.05% cream,Cream,Cutaneous,Clobetasone butyrate,500.000microgram/1.000gram,,6000
3080841000033112,331792000,Beclometasone 0.025% cream,Beclometasone 0.025% cream,Cream,Cutaneous,Beclometasone dipropionate,250.000microgram/1.000gram,13040000,30000
3080941000033116,331793005,Beclometasone 0.025% ointment,Beclometasone 0.025% ointment,Ointment,Cutaneous,Beclometasone dipropionate,250.000microgram/1.000gram,13040000,30000
3087841000033113,36094411000001102,Desoximetasone 0.05% oily cream,Desoximetasone 0.05% oily cream,Cream,Cutaneous,Desoximetasone,500.000microgram/1.000gram,13040000,10000
3091341000033112,331976000,Fludroxycortide 0.0125% cream,Fludroxycortide 0.0125% cream,Cream,Cutaneous,Fludroxycortide,125.000microgram/1.000gram,13040000,30000
3091441000033118,331977009,Fludroxycortide 0.0125% ointment,Fludroxycortide 0.0125% ointment,Ointment,Cutaneous,Fludroxycortide,125.000microgram/1.000gram,13040000,10000
3224541000033115,331853004,Betamethasone valerate 0.1% / Clioquinol 3% cream,Betamethasone valerate 0.1% / Clioquinol 3% cream,Cream,Cutaneous,Betamethasone valerate/ Clioquinol,1.000mg/1.000gram + 30.000mg/1.000gram,13040000,80000
3224641000033119,331852009,Betamethasone valerate 0.1% / Clioquinol 3% ointment,Betamethasone valerate 0.1% / Clioquinol 3% ointment,Ointment,Cutaneous,Betamethasone valerate/ Clioquinol,1.000mg/1.000gram + 30.000mg/1.000gram,13040000,60000
3224841000033118,331828002,Betamethasone dipropionate 0.05% / Salicylic acid 3% ointment,Betamethasone dipropionate 0.05% / Salicylic acid 3% ointment,Ointment,Cutaneous,Betamethasone dipropionate/ Salicylic acid,500.000microgram/1.000gram + 30.000mg/1.000gram,13040000,200000
3231141000033113,331722005,Hydrocortisone 1% / Urea 10% cream,Hydrocortisone 1% / Urea 10% cream,Cream,Cutaneous,Hydrocortisone/ Urea,10.000mg/1.000gram + 100.000mg/1.000gram,13040000,60000
3231241000033118,3682811000001105,Triamcinolone acetonide 0.1% / Chlortetracycline 3.09% ointment,Triamcinolone acetonide 0.1% / Chlortetracycline 3.09% ointment,Ointment,Cutaneous,Chlortetracycline hydrochloride/ Triamcinolone acetonide,30.900mg/1.000gram + 1.000mg/1.000gram,13040000,8000
3231941000033110,331851002,Betamethasone valerate 0.1% / Neomycin 0.5% cream,Betamethasone valerate 0.1% / Neomycin 0.5% cream,Cream,Cutaneous,Betamethasone valerate/ Neomycin sulfate,1.000mg/1.000gram + 5.000mg/1.000gram,13040000,70000
3232041000033116,331850001,Betamethasone valerate 0.1% / Neomycin 0.5% ointment,Betamethasone valerate 0.1% / Neomycin 0.5% ointment,Ointment,Cutaneous,Betamethasone valerate/ Neomycin sulfate,1.000mg/1.000gram + 5.000mg/1.000gram,13040000,40000
3248741000033115,331743006,Econazole 1% / Hydrocortisone 1% cream,Econazole 1% / Hydrocortisone 1% cream,Cream,Cutaneous,Econazole nitrate/ Hydrocortisone,10.000mg/1.000gram + 10.000mg/1.000gram,13040000,7000
3248841000033113,331720002,Hydrocortisone 0.25% / Crotamiton 10% cream,Hydrocortisone 0.25% / Crotamiton 10% cream,Cream,Cutaneous,Crotamiton/ Hydrocortisone,100.000mg/1.000gram + 2.500mg/1.000gram,13040000,200000
3248941000033117,331740009,Hydrocortisone acetate 1% / Sodium fusidate 2% ointment,Hydrocortisone acetate 1% / Sodium fusidate 2% ointment,Ointment,Cutaneous,Hydrocortisone acetate/ Sodium fusidate,10.000mg/1.000gram + 20.000mg/1.000gram,13040000,90000
3257541000033112,331997004,Chlorquinaldol 3% / Hydrocortisone butyrate 0.1% cream,Chlorquinaldol 3% / Hydrocortisone butyrate 0.1% cream,Cream,Cutaneous,Chlorquinaldol/ Hydrocortisone butyrate,30.000mg/1.000gram + 1.000mg/1.000gram,13040000,7000
3257641000033113,331996008,Chlorquinaldol 3% / Hydrocortisone butyrate 0.1% ointment,Chlorquinaldol 3% / Hydrocortisone butyrate 0.1% ointment,Ointment,Cutaneous,Chlorquinaldol/ Hydrocortisone butyrate,30.000mg/1.000gram + 1.000mg/1.000gram,13040000,3000
3257741000033116,35910811000001104,Betamethasone dipropionate 0.064% / Clotrimazole 1% cream,Betamethasone dipropionate 0.064% / Clotrimazole 1% cream,Cream,Cutaneous,Betamethasone dipropionate/ Clotrimazole,640.000microgram/1.000gram + 10.000mg/1.000gram,13040000,300000
3259341000033113,407831007,Fluocinolone acetonide 0.025% / Neomycin 0.5% cream,Fluocinolone acetonide 0.025% / Neomycin 0.5% cream,Cream,Cutaneous,Fluocinolone acetonide/ Neomycin sulfate,250.000microgram/1.000gram + 5.000mg/1.000gram,13040000,8000
3259441000033119,407832000,Fluocinolone acetonide 0.025% / Neomycin 0.5% ointment,Fluocinolone acetonide 0.025% / Neomycin 0.5% ointment,Ointment,Cutaneous,Fluocinolone acetonide/ Neomycin sulfate,250.000microgram/1.000gram + 5.000mg/1.000gram,13040000,6000
3259541000033118,3862311000001109,Fluocinolone acetonide 0.025% / Clioquinol 3% ointment,Fluocinolone acetonide 0.025% / Clioquinol 3% ointment,Ointment,Cutaneous,Clioquinol/ Fluocinolone acetonide,30.000mg/1.000gram + 250.000microgram/1.000gram,13040000,5000
3259641000033117,4194911000001105,Fluocinolone acetonide 0.025% / Clioquinol 3% cream,Fluocinolone acetonide 0.025% / Clioquinol 3% cream,Cream,Cutaneous,Clioquinol/ Fluocinolone acetonide,30.000mg/1.000gram + 250.000microgram/1.000gram,13040000,8000
3269841000033112,36067811000001107,Fluocortolone hexanoate 0.25% / Fluocortolone pivalate 0.25% cream,Fluocortolone hexanoate 0.25% / Fluocortolone pivalate 0.25% cream,Cream,Cutaneous,Fluocortolone hexanoate/ Fluocortolone pivalate,2.500mg/1.000gram + 2.500mg/1.000gram,13040000,700
3269941000033116,4435311000001100,Fluocortolone 0.25% / Fluocortolone hexanoate 0.25% ointment,Fluocortolone 0.25% / Fluocortolone hexanoate 0.25% ointment,Ointment,Cutaneous,Fluocortolone/ Fluocortolone hexanoate,2.500mg/1.000gram + 2.500mg/1.000gram,13040000,800
3836641000033115,331736000,Clioquinol 3% / Hydrocortisone 1% cream,Clioquinol 3% / Hydrocortisone 1% cream,Cream,Cutaneous,Clioquinol/ Hydrocortisone,30.000mg/1.000gram + 10.000mg/1.000gram,13040000,20000
3836741000033112,331735001,Hydrocortisone 1% / Clioquinol 3% ointment,Hydrocortisone 1% / Clioquinol 3% ointment,Ointment,Cutaneous,Clioquinol/ Hydrocortisone,30.000mg/1.000gram + 10.000mg/1.000gram,13040000,8000
3910041000033110,375770003,Clobetasol 500micrograms/g foam,Clobetasol 500micrograms/g foam,Foam,Cutaneous,Clobetasol propionate,500.000microgram/1.000gram,13040000,7000
3910141000033114,10264711000001106,Clarelux 500micrograms/g foam (Pierre Fabre Ltd),Clarelux 500micrograms/g foam,Foam,Cutaneous,Clobetasol propionate,500.000microgram/1.000gram,,8000
4451741000033112,157311000001104,Dermacort hydrocortisone 0.1% cream (Marlborough Pharmaceuticals Ltd),Dermacort hydrocortisone 0.1% cream,Cream,Cutaneous,Hydrocortisone,1.000mg/1.000gram,,500
4453141000033112,13408511000001107,Fucibet Lipid cream (LEO Pharma),Fucibet Lipid cream,Cream,Cutaneous,Betamethasone valerate/ Fusidic acid,1.000mg/1.000gram + 20.000mg/1.000gram,,20000
4657141000033116,703211000001100,Zenoxone 1% cream (Teva UK Ltd),Zenoxone 1% cream,Cream,Cutaneous,Hydrocortisone,10.000mg/1.000gram,,80
5404341000033111,15223211000001102,Coal tar solution 5% in Betamethasone valerate 0.025% ointment,Coal tar solution 5% in Betamethasone valerate 0.025% ointment,Ointment,Route of administration not applicable,Betamethasone valerate/ Coal tar solution,237.500microgram/1.000gram + 50.000mg/1.000gram,13040000,4000
6112641000033113,18543211000001102,Hydromol HC Intensive cream (Alliance Pharmaceuticals Ltd),Hydromol HC Intensive cream,Cream,Cutaneous,Hydrocortisone/ Urea,10.000mg/1.000gram + 100.000mg/1.000gram,,1000
6134741000033117,18670911000001108,"Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g ointment (Essential Generics Ltd)","Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g ointment",Ointment,Cutaneous,Clobetasol propionate/ Neomycin sulfate/ Nystatin,500.000microgram/1.000gram + 5.000mg/1.000gram + 100000.000unit/1.000gram + 100000.000unit/1.000gram,,3000
6134841000033110,18670711000001106,"Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g cream (Essential Generics Ltd)","Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g cream",Cream,Cutaneous,Clobetasol propionate/ Neomycin sulfate/ Nystatin,500.000microgram/1.000gram + 5.000mg/1.000gram + 100000.000unit/1.000gram + 100000.000unit/1.000gram,,9000
8113741000033118,331738004,Oxytetracycline 3% / Hydrocortisone 1% ointment,Oxytetracycline 3% / Hydrocortisone 1% ointment,Ointment,Cutaneous,Hydrocortisone/ Oxytetracycline hydrochloride,10.000mg/1.000gram + 30.000mg/1.000gram,13040000,5000
8127741000033118,37467411000001100,ClobaDerm 0.05% ointment (Accord Healthcare Ltd),ClobaDerm 0.05% ointment,Ointment,Cutaneous,Clobetasol propionate,500.000microgram/1.000gram,,3000
8127841000033111,38016611000001104,ClobaDerm 0.05% cream (Accord Healthcare Ltd),ClobaDerm 0.05% cream,Cream,Cutaneous,Clobetasol propionate,500.000microgram/1.000gram,,2000
8494741000033115,22521611000001107,Audavate 0.1% ointment (Accord Healthcare Ltd),Audavate 0.1% ointment,Ointment,Cutaneous,Betamethasone valerate,1.000mg/1.000gram,,5000
8494841000033113,22522611000001101,Audavate RD 0.025% cream (Accord Healthcare Ltd),Audavate RD 0.025% cream,Cream,Cutaneous,Betamethasone valerate,250.000microgram/1.000gram,,3000
8494941000033117,22520711000001106,Audavate RD 0.025% ointment (Accord Healthcare Ltd),Audavate RD 0.025% ointment,Ointment,Cutaneous,Betamethasone valerate,250.000microgram/1.000gram,,2000
9200741000033114,15222011000001103,Coal tar solution 10% in Betamethasone valerate 0.025% ointment,Coal tar solution 10% in Betamethasone valerate 0.025% ointment,Ointment,Route of administration not applicable,Betamethasone valerate/ Coal tar solution,225.000microgram/1.000gram + 100.000mg/1.000gram,13040000,200
9258341000033115,15221811000001100,Coal tar 5% in Clobetasone 0.05% ointment,Coal tar 5% in Clobetasone 0.05% ointment,Ointment,Route of administration not applicable,Clobetasone butyrate/ Coal tar,475.000microgram/1.000gram + 50.000mg/1.000gram,13040000,900
10252341000033115,24445111000001104,Coal tar solution 10% in Clobetasone 0.05% ointment,Coal tar solution 10% in Clobetasone 0.05% ointment,Ointment,Cutaneous,Clobetasone butyrate/ Coal tar solution,450.000microgram/1.000gram + 100.000mg/1.000gram,13040000,30
10476441000033111,3405211000001103,"Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g cream","Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g cream",Cream,Cutaneous,Clobetasol propionate/ Neomycin sulfate/ Nystatin,500.000microgram/1.000gram + 5.000mg/1.000gram + 100000.000unit/1.000gram + 100000.000unit/1.000gram,13040000,10000
10476541000033112,3405411000001104,"Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g ointment","Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g ointment",Ointment,Cutaneous,Clobetasol propionate/ Neomycin sulfate/ Nystatin,500.000microgram/1.000gram + 5.000mg/1.000gram + 100000.000unit/1.000gram + 100000.000unit/1.000gram,13040000,4000
10645541000033116,30793711000001104,Xemacort 20mg/g / 1mg/g cream (Viatris UK Healthcare Ltd),Xemacort 20mg/g / 1mg/g cream,Cream,Cutaneous,Betamethasone valerate/ Fusidic acid,1.000mg/1.000gram + 20.000mg/1.000gram,,2000
11661941000033110,22364711000001105,Betamethasone valerate 0.1% ointment 25% in Coal tar paste,Betamethasone valerate 0.1% ointment 25% in Coal tar paste,Ointment,Cutaneous,Betamethasone valerate/ Coal tar solution strong/ Compound zinc paste,250.000microgram/1.000gram + 56.250mg/1.000gram + 693.750mg/1.000gram,13040000,80
11748241000033112,22914211000001106,Propylene glycol 40% in Clobetasol 0.05% cream,Propylene glycol 40% in Clobetasol 0.05% cream,Cream,Cutaneous,Clobetasol propionate/ Propylene glycol,300.000microgram/1.000gram + 400.000mg/1.000gram,13040000,500
11753841000033117,3549911000001106,"Nystatin 100,000units/g / Chlorhexidine hydrochloride 1% / Hydrocortisone 0.5% cream","Nystatin 100,000units/g / Chlorhexidine hydrochloride 1% / Hydrocortisone 0.5% cream",Cream,Cutaneous,Chlorhexidine hydrochloride/ Hydrocortisone/ Nystatin,10.000mg/1.000gram + 5.000mg/1.000gram + 100000.000unit/1.000gram + 100000.000unit/1.000gram,13040000,6000
11802441000033119,3701111000001101,"Nystatin 100,000units/g / Chlorhexidine acetate 1% / Hydrocortisone 1% ointment","Nystatin 100,000units/g / Chlorhexidine acetate 1% / Hydrocortisone 1% ointment",Ointment,Cutaneous,Chlorhexidine acetate/ Hydrocortisone/ Nystatin,10.000mg/1.000gram + 10.000mg/1.000gram + 100000.000unit/1.000gram + 100000.000unit/1.000gram,13040000,3000
12511941000033116,8823711000001108,"Clobetasone 0.05% / Oxytetracycline 3% / Nystatin 100,000units/g cream","Clobetasone 0.05% / Oxytetracycline 3% / Nystatin 100,000units/g cream",Cream,Cutaneous,Clobetasone butyrate/ Nystatin/ Oxytetracycline calcium,500.000microgram/1.000gram + 100000.000unit/1.000gram + 100000.000unit/1.000gram + 30.000mg/1.000gram,13040000,20000
12583841000033110,35642511000001109,Clobetasol 0.05% ointment 50% / Propylene glycol 48% / Salicylic acid 2% ointment,Clobetasol 0.05% ointment 50% / Propylene glycol 48% / Salicylic acid 2% ointment,Ointment,Route of administration not applicable,Clobetasol propionate/ Propylene glycol/ Salicylic acid,250.000microgram/1.000gram + 480.000mg/1.000gram + 2.000mg/1.000gram,13040000,20
12583941000033119,35634611000001104,Audavate 0.1% cream (Accord Healthcare Ltd),Audavate 0.1% cream,Cream,Cutaneous,Betamethasone valerate,1.000mg/1.000gram,,800
13132941000033116,332041002,Hydrocortisone acetate 1% cream,Hydrocortisone acetate 1% cream,Cream,Cutaneous,Hydrocortisone acetate,10.000mg/1.000gram,13040000,700
13158141000033117,31147511000001109,Salicylic acid 5% / Propylene glycol 47.5% in Clobetasol 0.05% cream,Salicylic acid 5% / Propylene glycol 47.5% in Clobetasol 0.05% cream,Cream,Cutaneous,Clobetasol propionate/ Propylene glycol/ Salicylic acid,237.500microgram/1.000gram + 475.000mg/1.000gram + 50.000mg/1.000gram,,30
